date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,1,1,焦點 (H173),布浩榮,游達榮,135,1055,3,---,5 4 3 1,1:39.85,8.9
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,2,3,駟跑得 (G095),霍宏聲,廖康銘,134,1174,6,短馬頭位,8 8 8 2,1:39.86,20
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,3,12,華美之威 (J193),田泰安,告東尼,120,1061,12,1/2,7 6 6 3,1:39.94,13
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,4,5,電訊驕陽 (J332),蔡明紹,徐雨石,131,1057,1,1/2,4 5 5 4,1:39.95,3.6
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,5,6,小皇爺 (J546),周俊樂,葉楚航,129,1048,4,1-1/4,9 9 9 5,1:40.06,15
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,6,8,常常感恩 (J065),艾兆禮,蘇偉賢,129,1096,11,2-1/4,2 1 1 6,1:40.21,60
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,7,10,風雲 (J371),巴度,丁冠豪,126,1177,7,3,10 10 11 7,1:40.34,10
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,8,2,大力猴王 (G307),班德禮,韋達,134,1089,2,3-3/4,6 7 7 8,1:40.44,19
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,9,7,東方寶寶 (J309),潘明輝,姚本輝,129,1087,9,5-3/4,12 11 12 9,1:40.77,7.7
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,10,11,龍又生 (J269),潘頓,呂健威,121,1004,5,6,11 12 10 10,1:40.81,4.4
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,11,4,魅力知福 (K038),金誠剛,蔡約翰,131,1160,10,6-1/4,1 3 4 11,1:40.84,49
2026-05-17,跑馬地,1,685,邁松拉菲特讓賽,第五班,1650,40-0,好地至快地,"草地 - ""C+3"" 賽道",875000,(27.52) (51.21) (1:15.55) (1:39.85),27.52 23.69 24.34,12,9,威威父子 (H419),梁家俊,巫偉傑,128,996,8,6-3/4,3 2 2 12,1:40.92,9.7
